Date 1,GOLL4.BS.Equity,GOAU4.BS.Equity,GFSA3.BS.Equity,OIBR4.BS.Equity,RUMO3.BS.Equity,ELET3.BS.Equity,POMO4.BS.Equity,ECOR3.BS.Equity,USIM5.BS.Equity,DTEX3.BS.Equity,ELET6.BS.Equity,MRVE3.BS.Equity,HGTX3.BS.Equity,BRAP4.BS.Equity,CSNA3.BS.Equity,CYRE3.BS.Equity,MRFG3.BS.Equity,CSAN3.BS.Equity,ENBR3.BS.Equity,SMLE3.BS.Equity,CESP6.BS.Equity,CPLE6.BS.Equity,BRPR3.BS.Equity,MULT3.BS.Equity,BRKM5.BS.Equity,ESTC3.BS.Equity,RENT3.BS.Equity,NATU3.BS.Equity,QUAL3.BS.Equity,GGBR4.BS.Equity,CPFE3.BS.Equity,SBSP3.BS.Equity,BRML3.BS.Equity,SANB11.BS.Equity,HYPE3.BS.Equity,CMIG4.BS.Equity,LAME4.BS.Equity,TBLE3.BS.Equity,TIMP3.BS.Equity,KLBN11.BS.Equity,SUZB5.BS.Equity,CTIP3.BS.Equity,PCAR4.BS.Equity,CRUZ3.BS.Equity,FIBR3.BS.Equity,BBDC3.BS.Equity,KROT3.BS.Equity,LREN3.BS.Equity,CCRO3.BS.Equity,VIVT4.BS.Equity,BBAS3.BS.Equity,EMBR3.BS.Equity,BVMF3.BS.Equity,VALE3.BS.Equity,BBSE3.BS.Equity,UGPA3.BS.Equity,JBSS3.BS.Equity,VALE5.BS.Equity,PETR3.BS.Equity,ITSA4.BS.Equity,CIEL3.BS.Equity,PETR4.BS.Equity,BRFS3.BS.Equity,BBDC4.BS.Equity,ABEV3.BS.Equity,ITUB4.BS.Equity
2013-09-27,10.63,21.54,3.74,45.8,0,6.25,6.5,15.68,10.62,12.045,10.2,9.2,34.3,25.2,9.66,16.82,5.95,38.452,11.878,22.807,22.21,31.5,14.132,52.84,17.84,17.43,32.59,50.16,20.22,17.05,18.848,22.33,20.5,13.778,17.9,12.796,13.208,37,10.36,0,8.98,23.447,105,26.56,26.71,29.925,8,64.5,17.7,50.33,26.43,18.6,12.55,35.16,22.16,55.59,7.7,32.14,17.34,7.519,25.333,18.5,55.45,26.417,17.438,26.628
2013-10-04,11.15,21.5,3.7,36.4,0,6.63,6.51,15.5,11.19,11.818,10.85,9.31,32.1,24.65,9.78,16.4,5.86,38.783,12.047,21.983,21.001,31.07,13.778,54.3,18,16.7,31.681,47.51,20.75,16.9,18.654,22.18,19.97,13.467,18.1,13.148,13.144,36.5,10.99,0,8.72,23.417,103.86,25.21,26.67,29.408,7.75,62.9,17.87,48.2,26.22,18.58,12.65,34.4,21.6,57.6,7.67,31.9,17.39,7.323,26.142,18.67,54.71,25.525,17.058,26.281
2013-10-11,10.5,22.51,3.54,40.9,0,6.73,6.63,15.68,11.63,12.409,10.96,9.86,32.25,23.8,10.61,17.16,5.46,38.712,12.405,23.342,21.048,30.3,13.317,54,18.49,17.48,33.799,48.86,20.95,17.65,19.265,21.88,20.65,13.662,19.4,13.055,13.912,37.3,11.85,0,8.85,23.387,109.21,25.47,27.1,29.975,8.148,67.5,18.13,49.15,26.68,19.05,12.57,33.77,23.33,58.34,8.05,31.02,17,7.397,26.979,18.1,55.85,26.292,16.916,26.521
2013-10-18,10.54,21.51,3.36,40,0,7.31,6.27,15.9,11.24,13.182,11.83,9.67,32.5,25.46,11.7,16.95,5.37,39.338,12.504,23.754,21.477,30.65,13.601,55.5,19.89,16.62,34.399,48.85,20.95,16.73,19.187,23.8,22.13,13.805,19.76,13.459,13.952,37.67,11.82,0,8.83,24.417,108.53,25.75,27.48,30.825,7.838,69.18,17.78,47.86,28.35,17.6,13,34.94,24.23,59.13,8,31.69,16.86,7.673,27.438,17.93,54.69,27.558,17.258,28.033
2013-10-25,11.08,21.5,3.11,38.9,0,7.16,5.8,15.6,11.25,12.691,11.64,9.8,32.2,25.92,11.7,16.73,5,38.801,12.434,23.877,21.163,30.63,13.034,53.66,19.55,17.22,34.621,45.14,20.95,16.65,18.954,23.6,22,13.351,19.5,12.929,13.712,37.35,11.26,0,8.91,24.597,107.7,25.05,27.99,29.642,8.053,69.4,18.7,49,28.67,17.64,12.55,35.07,23.79,59.08,8.1,32.25,17.3,7.437,27.742,18.49,55.1,26.8,17.096,27.273
2013-11-01,11.1,23.35,2.96,37,0,6.75,5.62,14.75,11.9,12.364,11.6,9.4,32.08,26.07,12.85,16.53,4.59,39.946,12.812,24.824,22.134,31,13.247,51.78,19.73,17.3,34.3,44.2,21.15,18.32,18.732,24.08,21.01,13.733,19.63,13.201,13.064,38.45,11.55,0,8.95,24.527,110.65,23.89,29.31,29.442,8.413,67,18.14,47.55,29.7,16.75,12.46,36.9,24.7,59.92,8.11,33.45,19.04,7.771,28.25,19.86,52.11,26.892,16.828,28.306
2013-11-08,10.44,22.78,2.9,35.5,0,6,5.35,14.2,12.58,11.873,10.45,8.6,30.78,25.27,12.81,15.56,4.47,38.828,11.878,26.611,21.229,30.29,12.007,50.05,19.64,17.92,33,41.95,20.75,18.3,17.889,23.65,19.35,13.333,18.61,12.591,12.368,37.65,10.63,0,8.92,24.577,109.25,23.74,29.24,28.292,9.223,62.43,17.65,45.6,27.84,17.6,11.8,36.75,23.2,56.9,8.15,32.86,18.75,7.356,27.479,19.64,52.85,25.65,17.358,26.579
2013-11-15,10.18,23.05,3.16,36.5,0,6.18,5.51,14,12.74,12.555,10.82,9.41,32.58,24.75,12.62,15.95,4.33,39.955,12.395,28.043,22.22,33.19,13.403,53.11,20.52,17.75,33.51,42.5,22,18.38,18.722,24.98,20.43,13.467,19.11,12.81,12.92,38.5,11.18,0,8.93,24.996,110.59,23.98,29.06,29.083,9.5,63.95,17.8,44.74,26.88,17.92,12,35.88,24.13,58.47,8.33,32.4,19.6,7.682,27.871,20.45,52.57,26.242,17.468,27.769
2013-11-22,9.83,22.86,3.17,36.2,0,6.07,5.48,14.24,12.22,12.609,10.74,9.36,31.2,24.9,12.5,15.79,4.39,37.737,12.275,27.088,21.924,32.97,13.707,51.09,21.18,19,33.63,42,21.5,18.21,18.557,24.58,19.44,12.916,18.75,12.657,12.688,38.33,11.01,0,8.8,25.366,107.41,24.29,28.4,27.825,9.8,64.12,18.48,44.4,24.65,17.65,12,35.33,24.12,57.9,8.25,32.66,19.82,7.397,27.875,20.67,51.41,25.25,17.458,26.711
2013-11-29,9.91,22.7,3.39,35.7,0,5.92,5.8,14.73,12.45,12.427,10.41,9.25,31,25.41,11.91,15.8,4.32,38.47,11.878,26.965,22.372,31.4,13.636,51.44,20.8,20.01,33.79,43.2,21.79,18,18.838,24.36,19.15,13.245,19.05,13.015,12.72,38.24,11.54,0,8.5,25.496,108.6,23.5,27.79,28.6,9.888,62.5,18.5,44.91,25.72,18.14,11.79,35.87,25.4,58.03,8.4,32.79,18.32,7.568,28.229,19.12,51.11,25.833,17.558,27.24
2013-12-06,9.4,22.79,3.37,38.2,0,5.95,5.82,14.03,13.3,12.045,10.36,8.95,31.52,25.15,12.51,15,4.06,36.466,11.878,26.347,21.524,31.1,12.708,49.17,21.05,20.4,32.89,41.8,21,18.16,18.053,23.07,18.75,12.649,18.47,12.478,12.624,37.2,11.7,0,8.79,24.676,102.63,21.85,27.76,26.608,9.688,63.5,17.41,44.37,24.83,17.4,11.25,35.56,24.07,56.09,7.79,32.95,16.15,7.242,27.292,17.23,49.24,24.167,16.738,25.975
2013-12-13,9.26,22.34,3.48,35.5,0,5.81,5.37,14.19,13.07,11.882,10.18,8.72,31.51,24.13,12.57,14.46,3.95,35.563,11.967,26.421,22.229,30.45,12.751,48.59,19.79,20.66,32.27,39.86,21.1,17.89,18.286,23.51,17.9,12.311,17.85,11.835,12.184,36.31,11.23,0,8.65,24.147,100.55,22.19,27.5,25.85,9.5,60.5,17.02,41.66,24.11,18.26,10.81,34.33,24.14,54.98,7.8,31.88,15.85,7.185,27.158,17.03,49.34,23.775,16.408,25.579
2013-12-20,10.07,23.61,3.78,39.4,0,6.03,5.17,14.22,14.14,11.6,10.36,8.85,30.15,24.21,13.85,14.36,4.08,35.536,11.431,25.688,22.02,31.8,12.871,49.95,20.42,20.76,32.8,40.8,21.62,18.92,18.799,25.61,17.52,12.64,17.93,11.988,12.56,36.2,12.29,0,9.16,24.057,102.83,23.5,27.5,26.217,9.5,61.34,17.48,43.94,24.5,18.81,10.49,34.45,24.27,56.38,8.73,31.88,15.8,7.323,27.454,16.91,48.6,24.067,16.948,26.074
2013-12-27,10.2,23.3,3.75,36.3,0,5.95,4.93,14.65,14.25,11.655,10.11,8.45,29.5,24.68,14.35,14.4,3.9,35.142,11.232,26.322,21.191,30.69,13.126,49.68,20.73,20.54,33.14,41.38,22.24,18.39,18.296,26.55,16.97,12.356,17.7,12.355,12.6,35.94,12.16,0,9.23,23.897,104.26,23.85,27.86,26.083,9.71,60.8,17.59,43.99,24.28,18.85,10.9,35.5,24.17,55.66,8.81,32.41,15.91,7.242,27.196,16.93,48.42,24.067,17.098,26.116
2014-01-03,10.68,22.71,3.56,41.1,0,5.95,4.88,14.2,13.8,11.655,10.12,8.46,30,23.91,14.44,14.52,3.97,34.355,11.46,28.57,21.772,30.79,12.864,48.8,20.61,19.63,33.4,40.81,21.82,18.11,17.84,25.95,17.39,12.018,17.8,12.303,12.304,36.5,13.42,0,9.38,23.497,101.5,23.5,27.61,25.717,9.62,59.75,17.32,45.32,24.18,19.12,10.68,33.81,23.43,54,8.33,31.42,15.34,7.161,27.708,16.42,47.18,23.75,16.898,25.876
2014-01-10,10.7,22.6,3.35,42.2,0,5.77,4.79,13.31,13.74,10.8,9.87,8.15,27.32,22.2,13.89,14.45,4.16,34.176,10.288,29.641,20.001,30.19,12.425,46.98,20.2,19.58,31.6,38.3,20.85,18.03,17.83,23.92,17.05,12.205,16.74,11.809,12.08,35.7,13.32,0,9.26,23.287,96.14,22.72,26.79,25.042,9.8,57.39,16.37,46.39,22.95,19.05,10.16,32.25,23.03,53.92,8.59,30.09,15.01,7.022,28.225,15.97,44,23.017,17.198,25.554
2014-01-17,10.72,21.83,3.48,44.2,0,5.41,4.93,13.22,13.94,11.209,9.15,8.53,28.16,22.27,13.75,14.78,4.61,34.176,10.297,28.817,20.753,30.3,12.822,46.69,19.3,19.41,31.15,37.4,20.55,17.29,18.121,23.62,16.87,12.51,15.95,11.705,11.904,34.45,13.4,0,9.29,23.097,95.41,22.72,25.87,24.35,9.413,56.57,16.5,46.33,22.4,19.83,10.08,32.49,23.97,53,8.75,30.02,14.61,6.892,27.563,15.51,43.18,22.633,16.638,24.793
2014-01-24,10.46,21.31,3.29,42.5,0,5.16,5.13,12.86,12.45,11.164,8.96,8.76,27.6,21.36,11.8,14.68,4.6,32.387,9.641,28.076,20.439,29.25,12.198,45.7,18.99,18.98,30.9,38.52,20.92,16.95,17.714,23.5,16.3,12.09,15.82,11.869,11.792,33.68,12.81,12.192,9.08,22.727,95.82,22.27,25.48,23.825,8.995,57.25,16,46.72,21.17,19.26,9.7,31.25,23.29,52.78,8.25,28.63,14.08,6.673,26.554,15.1,43.42,21.95,16.428,24.182
2014-01-31,9.6,21.42,3.07,41.7,0,5.22,5.18,12.3,11.9,10.773,9.4,8.25,26.8,22.3,11.19,14.28,4.16,32.154,9.592,27.689,21.972,27.83,11.986,43.61,18.58,18.71,30.5,39.27,20.49,17.15,17.549,22.26,15.2,11.26,15.25,12.077,11.76,34.5,12.64,12.342,9.52,23.097,93.4,21.13,27.05,23.917,9.22,55.43,15.54,45.87,20.89,18.39,9.59,33.05,22.7,53.3,8.45,30,13.77,6.852,26.767,14.7,43.24,21.8,16.089,25.025
2014-02-07,10.4,21.21,3.21,40.8,0,5.14,5,12.09,12.31,10.909,9.47,8.57,25.7,22.39,11.62,14.26,4.08,31.76,9.661,29.871,21.334,26.35,11.887,44.69,17.77,19.95,30.75,39.9,21.03,16.97,17.297,22.19,16.1,11.4,15.55,11.401,11.68,34.7,13.11,11.744,9.32,24.327,93.75,20.79,26.9,24.125,9.975,55.33,15.4,44.6,21.49,19.15,9.62,34.05,23.35,51.95,8.01,30.66,13.53,7.161,27.208,14.45,41.6,22.167,16.388,26.306
2014-02-14,10.8,20.06,3.18,42.8,0,5.04,4.9,12.4,11.54,10.864,9.31,8.53,24.6,22.83,11.68,14.01,3.93,32.628,9.254,32.185,21.658,25.97,12.042,44,19.35,20,32,37.56,20.36,16.33,16.231,23.07,16.94,11.7,15.46,11.575,11.536,34,12.67,12.439,9.05,25.026,97.7,20.35,26.32,24.017,10.125,54.7,15.6,45.5,20.47,20,9.58,34.84,24.34,51.59,7.98,30.96,13.73,7.031,27.079,14.58,40.9,22.25,16.678,26.116
2014-02-21,11.38,18.53,3.06,37.6,0,4.9,4.72,12.43,10.41,10.373,8.9,8.28,24.01,22.12,11.31,13.89,3.88,31.635,8.836,30.727,21.667,24.7,11.865,45.07,17.63,19.75,32.2,34.32,20.03,14.86,16.202,22.15,17.35,11.56,15.12,11.193,11.4,33.75,11.8,12.023,8.98,24.766,97.4,19.85,25.8,24.417,10.35,57.5,15.23,42.8,20.23,19.68,9.62,34.61,23.5,52.7,7.5,30.61,13.4,6.935,26.917,14.15,40.26,22.725,16.578,25.702
2014-02-28,11.08,17.91,3.3,35.9,0,5,4.63,12.35,9.77,9.882,9.09,8.12,24.9,21.31,10.23,13.06,4.1,31.036,8.876,30.052,21.429,25.25,12.042,46.1,16.15,22.1,31.16,34.51,21.24,14.44,16.28,21.5,17.96,11.45,14.53,11.644,11.576,33.2,11.46,11.543,8.88,24.996,98.89,20.34,24.8,24.292,10.925,57.7,16.08,42.98,20.7,20.95,10.07,33,23.3,52.15,7.5,29.09,12.99,6.935,26.458,13.59,42.92,22.758,16.878,25.81
2014-03-07,10.2,17.17,3.25,35.5,0,4.67,4.6,12.8,9.09,9.645,8.57,8.28,25.5,19.29,9.15,12.8,3.98,30.239,8.151,30.382,20.22,24.89,11.674,46.01,15.09,21.59,30.15,35.65,20.85,13.94,15.824,20.94,18.25,11.49,14.95,11.332,11.416,31.99,11.62,11.008,8.87,25.266,97.75,20.67,24.94,24.35,10.625,57.85,16.26,44.8,19.88,20.45,10.27,30.55,23.2,52,7.44,27.09,12.7,6.78,27.333,13.32,43.76,23.033,16.758,25.579
2014-03-14,9.66,17.03,3.04,33,0,4.89,4.46,12.86,9.03,9.418,9.05,7.35,26.08,18.48,9.61,12.26,3.9,29.524,8.995,31.04,20.686,25.15,11.688,45.25,15.05,21.48,31,35.36,20.25,14.14,16.387,20.07,17.5,10.98,15.3,11.184,11.704,31.5,11.23,10.749,8.65,24.746,93.37,20.86,24.13,23.225,11.025,57.79,16.07,43.25,18.84,19.45,9.79,29.26,22.37,50.05,7.2,26.1,12.1,6.543,27.938,12.78,43.8,21.975,16.358,24.207
2014-03-21,10.38,17.33,3.21,35.4,0,5.75,4.3,13.1,9.55,10.027,10.15,7.25,26.73,19.38,9.63,12.45,4.1,30.078,9.323,31.197,23.477,27.49,12.22,46.11,16.98,21.43,31.53,36.4,22.05,14.5,16.706,19.9,17.87,11.73,16.1,12.051,12.264,33.34,11.61,11.028,8.91,25.716,96.56,21,25.54,24.5,12.073,60.09,16.51,45.94,20.67,19.81,10.35,30.43,23.26,53.02,7.67,27.2,13.5,6.935,29.279,14.02,44,23.542,16.658,25.917
2014-03-28,11.13,17.16,3.36,32.3,0,6.3,4.35,13.65,10.32,10.882,10.78,7.93,27.07,19.3,9.89,13.44,4.25,31.358,9.671,29.739,25.077,29.4,12.892,48.26,17.63,22.24,33.03,37.53,22.71,14.46,18.092,20.58,19.05,12.12,16.59,13.231,13.16,35.2,11.75,11.436,8.25,26.986,98.7,20.6,25.07,27.683,12.398,62.79,17.31,47.5,22.22,20.05,10.95,31.01,24.15,54.72,7.69,27.81,15.01,7.408,29.75,15.66,45.2,25.583,16.948,27.471
2014-04-04,12.23,16.97,3.66,29.7,0,7.18,4.43,13.4,10.17,10.409,11.8,7.8,25.45,20.99,9.97,13.18,4.58,32.995,9.969,31.287,25.42,30.31,13.105,48.95,17.53,23.03,33.4,38.07,23,13.95,18.15,22.05,19.25,12.6,16.2,13.447,13.696,34.12,11.64,12.033,8.25,28.146,105,20.29,25.4,27.6,12.163,64.25,16.91,45.77,23.57,19.89,11.34,32.48,25.15,55.61,7.74,29.48,14.9,7.784,29.792,15.44,45.95,26.458,16.898,28.38
2014-04-11,12.12,16.45,3.76,30.1,0,7.09,4.38,13.7,9.3,10.227,11.28,7.4,25.55,21.4,9.16,13.73,4.42,34.444,9.671,31.699,25.048,30.73,13.105,49.58,15.7,23.5,34,41.16,23.35,13.48,18.412,19.74,18.88,12.59,16.26,13.794,13.936,33.23,10.95,11.247,7.93,27.596,105.78,22.44,23.34,28.667,12.245,64.38,17.75,46.11,23.83,19.32,11.46,32.97,25.7,57.2,8.14,29.86,15.61,7.858,30.675,16.19,48.8,27.642,17.398,29.207
2014-04-18,12.5,16.92,3.72,26.2,0,7.67,4.26,13.84,9.34,10,11.98,7.35,25.2,21.37,9.37,13.5,4.43,34.382,10.377,32.992,26.239,32.42,12.9,49.9,16.19,23.4,34.86,40.71,22.98,13.83,18.945,20.9,19.03,12.7,16.17,14.046,13.624,33.88,11.18,11.685,8.2,27.896,106.94,22.89,23.74,29.017,11.933,64.62,17.75,46.45,24.11,19.48,11.44,31.65,26.34,57.3,8.07,28.54,15.63,7.874,31.733,16.38,49.03,27.858,17.388,29.38
2014-04-25,12.88,16.4,3.6,25.1,0,7.66,4.02,14.1,9,9.8,12.13,7.1,23.94,21.04,8.8,13.44,4.17,33.192,10.307,35.231,26.915,31.3,12.68,49.46,15.35,22.88,34.46,38.42,21.5,13.53,18.799,21.31,18.86,12.8,16,13.82,13.384,31.88,11.58,11.38,7.59,27.616,104.7,21.53,22.16,28.925,11.725,62.63,17.6,45.88,23.32,19.13,11.26,30.32,26.35,55.97,7.8,27.5,15.12,8.062,32.017,16.03,48.48,27.942,17.268,30.455
2014-05-02,15.19,16.9,3.86,23.8,0,7.55,4.08,13.69,8.99,10.36,10.87,7.1,24.05,20,8.95,13.73,4.55,34.713,9.92,34.663,26.93,33.64,12.623,49.5,15.5,24.11,33.51,39.2,22.04,14,18.431,21.85,19.6,14.79,17.19,13.959,13.7,33.45,12.37,11.96,7.47,27.996,106,20.8,22.66,29.317,12.5,67.68,17.93,47.09,23.85,19.2,11.86,30.2,26.64,55.91,7.81,27.35,16.22,8.209,32.542,17.6,50.54,28,16.01,30.95
2014-05-09,13.52,17.43,3.57,21.3,0,6.95,4.15,13.9,8.62,9.77,10.11,7.1,24.77,19.58,9.04,13.46,4.69,34.292,10.05,33.395,27.75,33.24,12.715,49.52,15.39,25.51,34.74,40.4,21.7,14.32,18.179,21.23,19.05,14.99,17.79,13.924,13.69,33.29,12.18,11.96,7.23,28.146,104.23,21.76,21.74,29.45,13.56,65.8,17.9,45.4,23.58,18.96,11.66,29.22,28.25,56.64,7.79,26.5,16.66,8.185,32.75,17.67,51.85,28.575,16.53,30.455
2014-05-16,13.49,17.38,3.48,19,0,7.33,4,14.25,8.68,10,10.27,6.6,22.85,20.28,9.34,13.54,4.84,34.086,9.85,32.111,27.3,34.99,12.248,48.19,15.2,26.7,37.2,40.03,23,14.3,18.15,22.19,19,15,18.1,13.907,13.8,33.54,11.88,12.01,8,28.449,102.75,23.33,21.98,29.917,14.338,68.65,18.23,46.78,24.05,18.74,11.89,30.4,28.72,56.1,8,27.55,16.9,8.311,32.583,18.05,52,29.25,16.55,31.058
2014-05-23,13.38,16.41,3.43,19.3,0,6.89,3.86,14.11,8.3,9.54,9.74,6.57,21.2,19.45,8.68,13.74,4.85,33.219,9.51,33.263,28.25,33.82,12.892,48.31,14.68,28.4,35.67,38.79,23.6,13.5,17.52,22.5,18.66,14.99,18.09,14.678,13.53,33.75,11.9,11.4,7.9,28.599,103.01,23.46,20.95,28.225,14.075,66.2,17.75,44.78,22.4,19.45,11.78,29.26,28.15,53.87,7.75,26.77,16.6,7.889,33.65,17.7,49.8,27.358,16.58,29.579
2014-05-30,13.17,16.31,3.3,19.4,0,6.59,4.34,14.52,7.89,9.22,9.68,6.87,21.75,18.6,8.59,13.22,5.3,33.675,9.39,33.724,26.88,32.23,12.68,48.06,14.64,26.89,35.5,38.61,23.6,13.33,17.637,21.78,18.51,15.06,18.11,13.508,13.29,33.2,12.16,11.44,8.07,28.979,101.8,22.95,21.15,26.633,14.218,67.71,17.57,44.75,22.77,20.39,10.98,28.4,28.5,53.85,7.5,25.64,15.74,7.673,33.358,16.69,48.21,26.008,15.86,28.843
2014-06-06,12.51,16.79,3.23,21.2,0,7.15,4.59,15.08,8.14,9.47,10.36,7.46,23.43,19.44,9.21,13.08,5.75,35.303,9.84,35.569,25.85,33.33,12.751,47.87,15.01,28.33,36.47,38.51,23.2,13.71,18.887,21.86,18.15,15.74,18.33,14.444,14.19,34.12,13.2,11.4,8.43,29.539,106.03,22.55,22.33,27.85,14.838,69.03,18.04,45.13,24.4,20.7,11.2,29.37,30.63,53.32,7.44,26.13,16.67,7.844,35.167,17.68,51.2,27.083,16.3,29.673
2014-06-13,12.57,16.44,3.22,21.2,0,6.99,4.48,15.28,7.97,9.21,10.7,7.7,23.35,19.5,9.4,13.66,6.15,36.949,10.66,37.512,27.18,33.45,13.36,51.3,14.92,29,36.7,41.1,24.2,13.56,19.71,23.29,19.3,15.86,18.85,15.155,14.05,34.05,13.31,11.16,8.33,31.219,106.92,23.42,21.85,28.892,15.248,69.21,18.61,45.9,26.36,20.3,11.8,28.6,32.4,52.72,7.68,25.75,17.85,8.293,37.467,18.99,52.3,28.617,15.85,31.173
2014-06-20,12.32,16.74,3.28,21.6,0,6.58,4.54,15.45,8.11,9.02,10.56,7.4,22.84,19.69,9.27,13.74,5.84,35.795,10.95,37.668,28.34,33.76,13.31,52.09,15.19,29.45,37.8,40.3,25.09,13.76,19.846,24.26,19.45,15.55,18.64,15.667,14.34,34.3,12.94,11.45,8.86,31.519,104.88,23.2,23.34,28.958,14.825,72.88,18.56,44.65,25.62,20.3,11.83,28.77,31.77,54.04,7.7,25.78,17.56,8.158,37.517,18.7,52.85,28.625,16,30.518
2014-06-27,12.15,15.6,3.3,20.1,0,6.44,4.31,15.11,7.58,8.82,10.41,7.33,22.4,20.19,9.36,13.75,5.89,35.938,10.85,38.459,27.62,33.6,13.25,51.69,14.18,29.26,36.57,37.7,25.8,13.01,19.546,23.83,18.93,14.9,19.07,15.303,14.18,33.48,12.96,11.03,8.36,31.399,103.38,23.15,21.6,27.417,15.563,71.39,18.05,44.6,25.18,19.63,11.73,29.06,32.19,52.93,7.43,26.21,16.05,7.817,38.333,17.2,53.25,26.992,15.54,29.191
2014-07-04,12.29,16.63,3.36,17.8,0,6.23,4.17,15.24,8.44,8.89,10.4,7.33,21.75,21.33,10.11,13.75,5.9,35.831,10.87,38.02,29.15,33.75,13.39,50.5,14.34,29.94,36.6,38.1,26.82,13.75,19.458,23.9,18.69,15.32,19.22,15.622,14.2,33.94,12.56,11.47,8.76,31.319,105.98,23.03,23.1,27.425,14.965,71.08,18.26,44.96,24.61,21.25,11.44,31.22,32.8,52.4,7.9,27.86,16.33,7.736,37.667,17.5,54.77,27.2,16.32,28.882
2014-07-11,13.45,16.76,3.49,16.1,0,6.29,4.05,15.29,8.39,8.91,10.77,7.27,21.52,21.13,10.61,14.01,5.95,35.348,10.79,37.83,30.8,34.81,13.45,51.5,14.82,29.75,36.73,39,26.8,13.75,19.575,23.97,18.99,14.88,19.32,16.569,14.5,33.58,11.87,11.78,8.6,31.389,106.11,22.4,22.49,28.525,15.225,72.4,18.6,43.15,26.28,21.37,11.78,30.7,33.15,52.34,7.97,27.6,17,8.041,38.642,18.28,55.05,27.667,15.7,30.155
2014-07-18,12.97,16.4,3.58,15.6,0,6.85,4.32,14.75,8.36,8.51,11.3,7.63,20.21,22.01,11.56,13.85,6.78,35.411,11.03,36.8,31.94,37.51,14.33,55.1,13.86,27.69,37.14,38.75,27.07,13.37,19.739,22.78,19.36,15.05,18.9,17.76,14.21,34.88,12.04,11.79,8.45,31.639,106.85,23.25,21.83,30.417,15.355,72.66,18.96,44.65,28.23,21.44,12.92,31.45,32.76,52.65,8.64,28.15,19.17,8.464,36.15,20.52,56.82,29.183,16.63,31.945
2014-07-25,14.13,16.77,3.66,14.9,0,6.58,4,14.33,7.9,8.56,11.2,7.87,21.7,22.84,11.3,13.49,6.59,34.185,11.3,39.4,30.94,37.73,14.59,55.6,14.14,28.9,37.45,37.05,27.05,13.69,20.03,21.98,20.6,15.42,18.95,18.566,15.05,35.55,12.36,11.45,8.63,32.999,111.74,23.22,22.15,30.225,15.473,71.55,18.75,45.62,29.29,21.72,13.17,32.38,35.06,54,8.51,28.95,19.24,8.617,37.483,20.49,57.35,29.417,16.6,32.5
2014-08-01,13.68,15.85,3.38,14.2,0,6.29,3.9,13.68,8.1,8.53,10.99,7.3,21.8,22.55,11.75,12.6,6.7,33.138,10.54,38.37,29.46,36.6,13.99,54.08,13.97,29.16,36.51,35.94,26.6,13.13,19.575,20.21,19.73,15.24,18.22,17.638,14.71,33.81,12.39,11.38,8.63,31.779,109.99,20.7,22.01,29.567,15.455,69.35,17.85,45.5,27.3,21.85,12.16,31.77,33.9,51.36,8.79,28.54,17.82,8.428,34.958,19.01,57.25,29.125,15.66,31.773
2014-08-08,13.45,16.11,3.03,13.5,0,6.62,3.82,13.67,8.19,8.35,10.95,7.41,23.41,22.19,11.28,12.6,6.7,32.834,10.91,37.77,29.33,37.37,13.9,54,14.16,27.51,36.67,36.1,26.45,13.35,19.449,19.55,20.24,15.18,18.3,18.144,14.6,34,11.09,11.14,8.95,30.569,109.3,19.87,22.83,29.15,14.908,69.75,17.77,42,27.15,21.83,12.05,31.61,32.11,52.85,8.7,28.16,18.14,8.482,34.408,19.31,57,28.333,15.7,31.818
2014-08-15,13.67,15.17,3.19,12.2,0,6.82,4.15,13.76,8.2,9.02,10.88,7.82,24.37,21.62,10.45,13.07,6.28,32.834,11.14,38.2,29.09,36.3,14.11,55.07,15.05,27.81,37.43,38.3,28.15,12.5,19.972,19.99,20.2,15.25,18.53,18.238,14.72,35.73,10.93,11.18,9,30.999,110,20.81,23.41,30.8,16.225,69.77,17.97,42.5,29.2,21.91,12.68,31,34.22,55.75,9,27.55,18.84,8.715,36.358,20.06,57.45,30.125,15.9,32.5
2014-08-22,13.88,15.78,3.23,12.2,0,7.17,4.16,13.91,8.06,9.13,11.62,8.19,25.9,21.95,10.42,13.24,6.67,35.697,11.1,38.6,30.3,39.23,14.5,57,15.14,27.23,39.64,42.6,27.4,12.95,21.416,20.16,21.77,15.28,18.52,18.238,14.69,37.7,11.12,11.75,8.87,31.919,110.49,20.91,23.05,31.833,16.063,72.3,18.8,43.2,30.23,22.5,12.67,31.37,33.75,56.63,9.14,27.92,19.72,9.039,34.892,20.92,57.45,31.333,16.25,34.073
