Date 1,GOLL4.BS.Equity,GOAU4.BS.Equity,GFSA3.BS.Equity,OIBR4.BS.Equity,RUMO3.BS.Equity,ELET3.BS.Equity,POMO4.BS.Equity,ECOR3.BS.Equity,USIM5.BS.Equity,DTEX3.BS.Equity,ELET6.BS.Equity,MRVE3.BS.Equity,HGTX3.BS.Equity,BRAP4.BS.Equity,CSNA3.BS.Equity,CYRE3.BS.Equity,MRFG3.BS.Equity,CSAN3.BS.Equity,ENBR3.BS.Equity,SMLE3.BS.Equity,CESP6.BS.Equity,CPLE6.BS.Equity,BRPR3.BS.Equity,MULT3.BS.Equity,BRKM5.BS.Equity,ESTC3.BS.Equity,RENT3.BS.Equity,NATU3.BS.Equity,QUAL3.BS.Equity,GGBR4.BS.Equity,CPFE3.BS.Equity,SBSP3.BS.Equity,BRML3.BS.Equity,SANB11.BS.Equity,HYPE3.BS.Equity,CMIG4.BS.Equity,LAME4.BS.Equity,TBLE3.BS.Equity,TIMP3.BS.Equity,KLBN11.BS.Equity,SUZB5.BS.Equity,CTIP3.BS.Equity,PCAR4.BS.Equity,CRUZ3.BS.Equity,FIBR3.BS.Equity,BBDC3.BS.Equity,KROT3.BS.Equity,LREN3.BS.Equity,CCRO3.BS.Equity,VIVT4.BS.Equity,BBAS3.BS.Equity,EMBR3.BS.Equity,BVMF3.BS.Equity,VALE3.BS.Equity,BBSE3.BS.Equity,UGPA3.BS.Equity,JBSS3.BS.Equity,VALE5.BS.Equity,PETR3.BS.Equity,ITSA4.BS.Equity,CIEL3.BS.Equity,PETR4.BS.Equity,BRFS3.BS.Equity,BBDC4.BS.Equity,ABEV3.BS.Equity,ITUB4.BS.Equity
2014-08-29,13.87,15.86,3.37,14.5,0,8.15,4.35,14.3,8.08,10.07,12.35,9.12,27.99,20.45,9.82,14.19,7.6,41.602,11.3,39.6,31.69,39.66,14.9,57.71,15.25,29.73,39.85,41.01,28,12.96,21.891,21.39,23.27,15.46,19.46,17.966,15.84,37.51,12.55,11.37,8.91,32.649,113.92,20.96,23.28,33.35,16.763,76.62,20.26,47.85,34.99,21.81,13.5,29.12,35.74,57.69,10.12,25.97,22.14,9.794,34.967,23.35,59.9,34.033,16.3,36.691
2014-09-05,15.1,16.29,3.26,16,0,7.81,4.49,14.02,8.36,9.95,11.77,9.35,27.45,19.25,9.76,14.03,7.19,39.24,11.19,43.65,28.92,40.18,15,55.64,15.55,28.61,38.95,40.15,26.98,13.4,20.67,21.66,22.3,15.86,18.85,17.582,15.72,36.76,12.51,12.57,9.47,32.509,113.85,20.15,24.65,33.208,16.073,74.56,19.84,49.45,34.2,21.96,14.19,28.25,35.1,57,9.77,25,21.73,9.794,34.183,22.82,59.5,34.075,16,36.873
2014-09-12,14,14.91,3.11,15.1,0,7.34,4.06,12.43,8,9.51,10.88,8.5,25.47,18.95,9.4,13.07,6.94,36.681,10.3,41.85,27.35,36.16,13.74,51.3,15.1,26.44,36.58,38.21,25.4,12.36,18.896,20.8,20.34,15.89,18.2,15.622,14.46,35.14,13.69,12.02,9.8,31.449,110.5,18.97,25.85,30.767,15.05,70.46,18.34,49.65,30.96,23.1,12.65,28.62,32.71,54.5,9.58,25.24,19.12,9.03,33.667,20.14,57.15,30.833,15.47,33.673
2014-09-19,13.42,15.2,3.15,17.4,0,7.57,4.32,12.09,8.17,9.94,11.01,8.33,26.68,18.69,10.06,13.18,6.74,36.806,10.09,40,27.22,34.62,14.1,53.05,16.15,24.75,37.16,38.01,25.15,12.67,19.662,20.3,20.32,16.17,17.6,14.609,14.9,35.66,13.38,12.1,9.95,32.249,111.18,18.87,26.45,31.375,14.7,69.34,18.48,50.91,32.07,23.63,12.78,28.32,32.4,54.07,9.66,24.9,19.85,9.192,33.15,20.91,57.32,31.667,16.4,34.318
2014-09-26,12.77,14.66,3.02,17.5,0,7.33,4.2,12.68,7.12,9.84,10.55,8.26,25.89,17.64,9.21,13,6.67,36.091,10.29,38.66,27.19,34.5,13.39,51.99,16.13,25.3,36.48,38.8,23.94,12.15,19.478,20.51,19.85,16.17,17.92,14.018,14.5,35.32,13.4,11.98,9.74,31.049,110.26,19.6,26.54,31.758,15.09,71.56,17.95,49.9,29.83,23.49,12.7,26.97,31.2,53.39,9.67,23.77,19.82,9.102,32.125,20.94,58.35,31.992,16.41,34.273
2014-10-03,12.23,14.45,2.85,16.3,0,6.35,4.15,12.13,6.84,8.9,9.75,8.16,23.37,18.07,8.84,12.54,6.4,33.773,10,40.5,26.01,35.2,12.42,49.95,16.64,25.65,35.1,36.6,24.39,11.97,18.334,19.62,19.24,15.66,17.36,13.597,13.79,34.16,12.5,12.15,9.75,30.449,108.1,19.8,26.48,29.25,15.4,70.42,17.48,48.43,26.01,23.69,11.14,27.2,31.7,50.61,9.9,23.87,17.5,8.464,32.342,18.35,59.75,29.442,16.2,31.691
2014-10-10,11.97,13.4,3.01,13.3,0,6.74,4.28,11.85,6.16,9.2,9.82,8.3,23.85,17.47,8.41,13,6.63,35.12,10.35,43.6,26.11,35.94,12.67,49.36,16.06,26.8,37.5,39.56,24.55,11,18.78,19.75,19.17,14.69,18,15.237,13.82,33.82,11.17,11.77,9.18,31.569,104.06,20.15,25.32,29.85,15.61,72.5,17.25,47.87,30.2,22.09,12.03,26.25,30.61,51.2,10.29,22.98,18.87,8.67,33.633,20.02,60.72,30.267,15.71,32.118
2014-10-17,12.27,13.65,2.92,12.5,0,6.99,4.22,11.83,5.88,9.05,10.4,8.09,23.5,18.43,8.48,12.45,6.45,35.43,9.77,39.31,26.42,34.84,12.51,49,16.73,26.59,37,38.5,24,11.13,18.703,19.64,19.44,14.9,17.95,15.444,14,34.3,11.75,11.61,9.09,31.439,105.6,19.39,24.73,30.525,15.1,72,17.32,48.6,31.99,22.13,12.19,26.62,30.4,51.8,10.29,23.07,18.18,8.94,32.25,19.09,60.25,31.333,16.07,33.364
2014-10-24,11.37,14.03,2.64,10.8,0,6.08,3.81,10.79,6.22,8.56,9.14,7.31,22.5,18.58,9.15,11.87,5.56,31.45,9.79,38.5,24.75,31.85,12.49,48.5,17.64,23.92,34.25,33.6,23,11.58,17.443,18.3,17.5,15.47,16.64,14.215,13.2,32.77,11.19,11.6,9.91,29.849,99.76,18.86,27.32,27.408,14.33,69.4,15.9,46.29,25.75,22.59,10.65,27.45,29.15,49.57,9.7,23.71,15.7,8.05,30.417,16.3,57.2,28.042,15.71,30.136
2014-10-31,12.82,13.4,2.7,13,0,6.22,4.24,11.08,5.7,8.9,9.38,8.2,25,16.74,8.25,12.32,6.05,34.59,9.67,42.8,24.43,34.61,12.52,51.25,18.13,28.7,35.72,36,25.2,11.09,18.024,19.39,19.9,13.35,17.31,13.343,14.62,33.75,13.47,12.25,10.46,31.399,103.9,20.02,30.01,30.4,17.66,74.2,18.45,50.61,27.73,23.99,10.9,25,33.06,54.05,11.05,21.55,14.65,8.886,33.908,15.28,64.49,31.1,16.4,33.409
2014-11-07,12.25,13.88,2.36,12,0,5.86,4.21,9.7,5.72,8.22,8.9,7.8,24.21,14.9,7.87,11.15,5.8,31.55,9.3,44.89,26.1,33.05,11.2,47.85,18.95,28.94,34.71,36.35,24.73,11.59,17.898,19.65,17,14.25,16.8,13.156,14.85,33.95,13.27,12.49,10.95,31.899,103.65,19.9,31.15,29.167,17.7,73.5,17.4,49,25.99,24.28,10.03,24.02,31.61,51.39,11.1,20.7,13.77,8.76,32.208,14.27,65.06,30.083,16.44,32.864
2014-11-14,12.8,13.16,2.26,13.1,0,5.65,4.03,9.86,5.48,8.25,8.03,7.48,24,14.17,7.04,11.45,5.68,29.94,9.05,45,25.26,31.8,10.56,47.53,19.06,27.29,32.65,33.76,24.55,10.99,17.375,19.35,16.29,13.97,16.18,12.59,15.89,32.81,13.02,12.76,11.03,31.369,103.75,19.34,31.68,28.792,17,71.71,16.11,49.45,24.54,23.9,9.88,23,31,51.93,11.06,19.8,12.78,8.581,32.6,13.2,65.09,29.8,15.82,32.091
2014-11-21,13.78,12.81,2.65,15.2,0,6.09,4.3,10.97,5.4,8.45,7.67,8.51,24.7,15.18,6.68,12.4,6.42,32.6,10.06,47,27.59,35.82,10.95,50.65,19.45,28.15,35.84,36,26.59,10.82,19.487,20.5,18.94,15.07,17.75,13.25,17.22,34.38,12.57,13.78,10.52,33.629,106.9,21.23,30.36,32.517,18,76.22,17.88,52.21,29.83,23.67,10.55,23.59,34.75,56,11.98,20.22,13.63,9.605,36.042,14.3,67.85,34.167,17.13,36.345
2014-11-28,15.03,12.99,2.74,13.8,0,6.02,4.14,11,5.2,8.39,7.72,8.55,24.45,15.08,6.06,12.45,6.54,31.9,10.1,47,25.87,35.3,10.95,51.61,19.25,27.89,35,35.27,27.8,10.9,19.1,19.21,18.45,14.8,17.35,14.08,16.92,34.67,12.46,13.95,10.88,33.179,108.5,20.5,30.83,31.8,17.93,76.65,17.65,52.51,29.65,23.64,10.54,23.3,33.57,55.05,12,20,12.15,9.416,36.625,12.8,66.4,32.967,16.85,35.091
2014-12-05,14.56,12.09,2.56,12.2,0,5.66,3.86,9.99,5.11,7.84,6.69,8.28,21.75,13.73,5.53,11.75,5.61,31.1,9.88,47.4,26,33.5,10.19,48.35,19.3,26.29,34.99,33.5,27.9,10.25,18.46,18.27,16.7,14.27,16.83,13.33,16.7,34.09,11.75,13.92,11.03,32.399,103.89,18.54,30.9,29.917,17.1,75.74,16.05,48.85,27.23,23.2,9.66,21.88,31.99,51.7,11.39,18.7,11.45,8.994,35.658,12.26,62.9,31.217,16,33.664
2014-12-12,14.73,9.85,2.09,11.2,0,5.38,3.61,9.5,4.32,7.55,6.5,7.36,20.5,11.7,4.54,10.85,5.49,27.25,9.15,46.5,26.12,34.12,10.03,46.5,17.46,25.24,32.75,30.76,27.15,8.29,17.656,17.3,15.1,13.24,15.99,12.8,15.5,32.98,12.09,13.79,10.74,30.709,98,18.2,30.15,27.633,16.74,73.1,14.74,46.7,23.23,23.31,8.8,18.91,31.34,49.24,11.72,16.21,9.46,8.221,34.242,10.11,58.65,28.4,15.5,30.682
2014-12-19,14.08,11.49,2,10,0,5.56,3.48,10.27,5.23,8.17,7.01,7.4,20.53,13.52,5.7,10.78,5.73,27.85,9,46,26.49,33.78,10.1,47.52,17.01,25.03,35.89,31.33,27.07,9.68,17.53,17.37,15.78,13.31,16.14,12.14,16.31,33.4,11.71,14.01,11,31.019,97.92,19.2,31.6,28.875,16.15,75.5,15.5,46.5,24.35,24.17,9.43,21.57,31.1,50.67,12.22,18.78,9.44,8.617,33.667,9.83,64.4,29.667,15.95,31.636
2014-12-26,14.59,11.05,2.16,8.8,0,5.86,3.32,10.55,5.15,8.17,7.88,7.6,19.94,13.93,6.04,11.1,6.05,28.35,9.07,45.5,26.71,36.26,10.25,47.59,17.42,25.39,35.64,31.4,27.59,9.44,17.898,17.41,16.6,13.45,16.76,13.17,16.87,34.4,11.7,14.4,11.16,31.939,97.5,19.31,32.26,28.783,16.62,75.54,15.7,46.99,24.55,24.54,9.71,21.68,32.72,51.4,10.94,19.21,9.85,8.518,33.333,10.3,62.9,29.217,16.22,31.545
2015-01-02,14.99,10.82,2.08,8.43,0,5.66,3.09,10.65,4.79,7.68,7.93,7.23,19.7,13.64,5.04,10.45,5.66,27.8,8.73,48.28,25.43,34.03,10.12,44.26,17.41,22.05,35.12,30.42,26.75,9.11,17.084,16.8,15.41,12.72,16.19,12.8,16.86,32.61,11.67,14.29,10.98,31.779,93.81,18.55,32.3,28.492,14.8,75.9,14.72,46.26,22.65,24.85,9.5,21.28,30.47,50.66,10.58,18.73,9,8.239,33.1,9.36,62.18,28.583,16.01,30.755
2015-01-09,14.05,11.2,2.12,6.6,0,5.57,3.28,10.25,4.56,7.79,7.62,7.24,19,14.34,5.39,10.79,5.5,25,8.72,47,25,32.81,10.27,47.8,15.69,19.04,34.25,30.43,26.71,9.66,17.171,16.76,16,12.8,16.5,11.83,16.25,31.85,11.62,14.57,11.06,32.849,95.3,19.15,31.58,29.158,13.34,73.3,15.55,46.1,22.54,22.8,9.4,22.35,29.3,49.5,10.43,19.82,9.29,8.428,33.183,9.4,61.78,29.558,16.47,31.609
2015-01-16,14.33,10.85,1.97,4.96,0,5.61,3.16,11.05,4.24,7.71,7.74,7.03,18.83,14.06,5.16,10.82,5.38,25.93,9.06,47.65,25.5,34.2,10.23,50.8,15.25,18.16,36,31,27.26,9.38,18.315,15.92,17.05,13.15,17.35,12.39,16.73,33.58,11.95,13.96,10.43,34.099,88.78,21.45,30.14,28.575,13.39,74.2,16.7,49.61,22.3,21.35,9.5,21.88,30.25,50.65,11.15,19.23,9.23,8.491,32.5,9.44,63.6,29.417,16.9,31.218
2015-01-23,13.25,9.71,2.17,7.01,0,5.2,2.82,10.89,3.99,7.52,6.85,7.1,19.85,13.51,5,11,5.05,27.3,8.66,47.8,23.76,31.66,9.9,52.64,12.13,16.35,36.23,32.36,26.96,8.91,16.047,13.5,16.97,13.02,18.4,11.41,16.35,31.75,12.41,13.24,9.98,35.048,94.08,22.04,29.14,28.533,12.69,72.44,16.25,51.7,22.79,22.95,9.85,20.52,30.25,52.9,10.96,18.32,9.52,8.625,32.142,10,61.65,29.475,17.1,30.936
2015-01-30,12.22,9.84,1.9,4.99,0,5.13,2.68,10.37,3.35,7.43,6.14,6.91,18.19,11.61,4.16,10.81,5,24.53,8.66,42.25,23.56,31.2,8.91,48.19,12.45,16.69,34.9,31.35,26.55,9.11,16.319,13.3,15.23,12.45,18.23,11.91,15.55,31.14,11.84,13.69,10.87,34.449,89.1,22.49,32.3,27.917,12.3,70.5,15.28,49.8,20.66,23.74,9.1,18.61,29.4,53,11.44,16.55,8.04,8.212,33.333,8.18,64.38,28.108,17.63,29.909
2015-02-06,10.95,10.5,1.96,5.6,0,5.15,2.55,10.5,3.54,7.63,6.14,7.04,18.13,12.35,4.58,10.86,4.54,25.25,8.2,43,22.1,31.4,9.4,48.92,12.89,16.93,35.3,30.47,23.32,9.77,17.075,13.98,14.99,13.3,17.6,11.47,15.2,30.28,12.16,14.71,11.39,33.949,91.1,23.29,35.43,29.333,10.25,72,15.93,51.9,21.9,24.68,9.45,20.42,29.49,56.18,11.3,17.81,9.03,8.985,34.717,9.12,64.6,29.817,17.85,31.936
2015-02-13,10.8,11.01,2.03,6.74,0,5.08,2.33,10.28,3.6,7.69,6.11,7.2,16.7,13.53,4.85,11.17,4.62,27.83,8.53,43.51,23.38,33.3,9.72,52.4,12.7,17.9,34.1,27.75,23.38,10.11,17.83,15.35,15.8,14.17,18.3,11.96,15.7,31.82,12.8,15,11.65,34.149,90.29,22.8,36.6,30.058,10.7,77.49,16.35,53,24.6,25.6,9.35,22.48,29.93,57.9,11.62,19.34,9.78,8.955,35.833,9.99,63.99,30.5,17.96,32.273
2015-02-20,10.9,11.08,2.08,6.5,0,5.26,2.45,10.64,4.07,7.79,6.61,7.3,17.6,13.72,5.27,11.45,4.85,27.8,8.59,45.1,23.87,31.73,10.45,52.14,12.71,19.2,34.35,28.3,24.09,10.21,17.559,15.6,15.8,14.01,18.19,12.16,16.33,31.6,12.38,15.21,12.25,34.419,92,23.65,37.4,30.192,11.6,80.75,16.6,53.61,23.97,26.26,9.69,22.62,31.72,57,11.98,19.45,9.54,9.091,36,9.67,65.6,30.842,18.2,32.627
2015-02-27,10.05,11.16,2.1,5.94,0,5.35,2.24,10.54,4.13,7.59,6.93,6.8,17.81,13.24,5.15,11.58,4.82,28.29,9.01,47.53,23.55,34.5,11.59,54.55,12.8,19.3,35,28.12,26,10.17,17.995,16.94,16.91,14.13,19.1,12.98,16.69,33.4,11.92,16,12.06,34.399,97.15,25.36,36.86,31.117,10.39,84.09,16.67,52.91,23.72,24.9,10.04,21.25,32.4,59.58,12.52,18.51,9.48,9.173,37.258,9.57,64.43,31.333,18.34,33.182
2015-03-06,9.12,11.71,1.97,6.28,0,5.04,2.15,9.7,4.42,7.87,6.3,6.89,16.53,12.3,4.95,11.64,4.3,26.68,8.55,47.85,23.43,32.89,11.2,51.86,13.19,16.7,33.87,25.4,25,10.59,17.404,16.28,15.6,13.97,19.2,12.36,16.35,32.57,11.67,17.67,13.2,33.279,96.65,25.48,39.87,29.617,9.99,82.75,15.05,50.1,22,25.23,9.71,19.59,30.55,58.4,13.13,17.1,9.09,8.8,36.633,9.24,63.31,29.9,18.22,31.818
2015-03-13,8.34,11.73,1.9,6.23,0,5,2.33,9,4.86,7.96,6.54,6.93,16.7,11.42,5.5,11.55,4.17,25.59,8.7,48.38,23.05,32.15,11.45,50.44,10.95,15.47,33.18,24.64,23.33,10.87,17.356,17.17,15.35,13.45,18.9,11.75,15.7,33.03,11.81,18.39,14.28,29.549,95,25.52,41.61,28.217,10.11,82.4,14.05,50.6,21.37,24.83,9.65,18.88,29.64,58.11,12.9,16.48,8.15,8.618,36.658,8.3,62.36,28.05,18.09,30.755
2015-03-20,8.8,12.31,1.95,6.46,0,5.55,2.23,9.55,5.08,8.41,7.47,7.89,16.7,12.04,5.88,13.2,4.38,27.92,10.22,48.8,24.5,34.77,12.11,55.91,12.11,17.77,35.15,26.77,25.1,11.16,18.799,19.1,17.15,14.46,19.7,12.51,16.5,35.5,11.3,17.63,14.1,31.399,98.9,25.12,41.46,30.967,10.5,86.5,16.22,49.47,23.94,25.63,11.43,20.25,33,62.3,14.1,17.38,9.16,9.173,38.783,9.35,63.75,30.7,18.64,32.664
2015-03-27,8.11,10.59,2.09,5.89,0,5.47,2.32,9.01,5.14,8.36,7.12,7.84,16.62,10.75,5.62,13.59,3.98,27.3,9.91,48.88,22.54,33.28,13.25,53.94,11.29,18.06,34.67,26.23,23.5,9.94,18.596,16.85,15.98,13.74,19.32,12.77,15.83,34.21,10.63,18,14.79,31.509,94.9,24.79,44.17,28.94,9.88,87.38,16.2,47.92,22.16,24.35,11.13,18.35,32,62.26,13.97,15.97,9.22,8.773,37.767,9.38,63.28,28.6,18.24,30.773
2015-04-03,7.62,10.8,2.28,6.02,17.2,5.99,2.23,9.1,5,8.83,7.34,8.33,16.7,10.69,5.62,13.81,4.15,29,10.74,52.89,24.26,35.9,13.13,56.8,11.77,19.11,37.32,28.7,23.5,10.03,20.098,18.2,18.42,14.82,20.8,13.84,17,36.2,10.45,18.2,14.26,33.149,97.8,25.6,43.81,31.8,10.94,93.05,16.4,48.9,24.6,24.36,11.99,18,34.65,65.76,15.3,15.46,10.6,9.555,39.35,10.72,63.45,30.96,18.86,33.5
2015-04-10,7.9,10.37,2.4,6.29,16.7,5.99,2.43,9.08,4.85,8.65,7.68,8.57,16.79,10.71,5.68,13.7,4.5,29.4,10.85,53.8,25.05,35.7,12.29,58.1,11.67,20.31,38.8,28.14,22.85,9.59,20.117,17.55,18.37,15.35,21.44,13.88,17.37,35.8,10.41,18.23,14.7,34.149,101.2,26,45,31.45,12,93.5,16.76,46.86,24.3,24.17,12.08,18.42,35.3,65.86,16.41,15.36,11.83,9.573,40.883,11.82,63.95,31.08,19.5,33.655
2015-04-17,8.02,9.83,2.62,6.35,16.8,6.22,2.65,9.04,5.25,8.37,7.64,8.71,16.85,10.68,6.1,12.97,4.1,28.9,10.91,53.9,24.79,35.15,12.02,55.63,11.76,19.5,36.91,27.1,23.65,9.26,19.681,18.1,17.64,14.83,20.18,14.35,16.93,35.5,10.01,18.35,15,34.269,98.01,25.4,44.73,30.28,10.25,91.23,16,47,24.55,23.22,12.15,17.8,35.3,65.7,15.5,14.95,13.27,9.509,40.67,13.01,62,30.8,18.95,33.191
2015-04-24,8.23,10.47,2.77,6.09,15.1,7.44,2.91,9.03,5.98,8.88,8.86,8.74,17.67,12.65,7.23,12.93,4.19,29.46,11.59,54,24.87,34.34,12,56.06,12.4,19,36.88,27.03,24.45,10.55,20.108,18.15,18.52,15.32,20.08,14.71,17.35,36.3,10.24,18.3,14.82,34.549,98.8,25.5,43.27,30.85,11.76,95.11,16.13,47.7,27.19,22.65,12.73,23.2,36.1,68.35,15.44,18.71,14.7,9.909,40.5,13.26,61.01,32.44,18.9,35.573
2015-05-01,7.6,9.84,2.8,5.65,13,7.3,2.78,8.87,5.97,8.49,8.85,8.25,17.51,12.05,8.07,11.73,4.24,29.5,11.45,50.9,19,33.91,10.51,53,12.6,18.2,35.12,28.8,24.8,10.05,19.87,17.8,16.4,16.27,19.88,14.55,16.77,35.7,9.65,18.48,15.1,34.549,102,27.5,42.25,30.04,11,105.05,16.6,50,26.62,23.5,12.41,22.65,35.25,69.34,15.54,18.15,14.25,9.645,41.94,13.05,64.4,32.16,18.94,35.027
2015-05-08,7.74,10.05,2.83,5.74,12.5,8.11,2.95,9.02,5.94,9.05,9.86,7.78,14.51,12.35,8.09,11.25,4.4,27.74,11.7,52,21.81,34.64,10.97,54.21,14.84,18.01,34.91,31.05,24.73,10.34,20.23,19.29,16.44,17.27,21.8,15.62,17.46,36.8,9.03,18.86,15.13,34.529,97.87,26.36,41.4,29.62,11.09,114,15.97,47.28,28,23.41,12.51,22.75,37.29,71.62,16.52,18.51,14.5,9.71,42.14,13.52,64.6,31.75,19.85,34.773
2015-05-15,8.35,9.08,2.74,6.14,13.4,7.22,3.19,8.6,5.45,8.43,9.66,8.14,13.15,11.51,7.83,11.39,4.08,27.71,11.24,51.85,20.89,34.77,11.05,53.64,14.6,17.86,34.16,30.3,24.97,9.98,20.71,19.62,16.43,17.71,21.6,15.65,18.11,36.39,9,19.95,15.49,35,92.08,24.84,42.74,29.82,12.38,114.33,15.51,48.07,26.22,23.28,12.31,21.28,36.85,73.85,16.49,17.79,15.05,9.65,42.9,14.06,65.5,32.28,19.58,35.2
2015-05-22,7.8,8.18,2.56,6.4,12.9,6.7,2.93,7.98,5.3,7.87,9.22,7.82,13.78,10.95,7.2,10.78,4.24,27.85,10.75,50.99,19.45,33.63,10.91,51.64,13.25,18.9,32.34,29.24,23.69,9.21,19.69,18.31,16.1,16.56,21.75,14.41,17.31,35.17,9.22,19.4,15.49,34.88,88.68,24.3,42.4,27.28,12.56,109,15.31,45.26,23.35,25.15,11.82,20.26,33.83,72.31,16.45,17.05,14.1,9,41.27,13.08,64.09,29.1,18.78,32.091
2015-05-29,7.79,7.8,2.38,7.07,12.6,6.45,2.82,7.25,5.1,8,9.32,7.6,12.9,11.14,6.16,10.87,4.07,25.16,10.51,50.87,19.79,32.77,10.55,49.83,12.97,18.3,31.95,28.67,19,8.67,19.34,18.55,15.2,15.86,21.76,14.18,16.18,33.85,9.42,19,16.68,33.27,85.65,24.3,43.74,26.2,11.43,107.05,15.44,44.85,22.74,23.86,11.23,20.05,33.35,68.64,15.6,16.76,13.25,8.82,40,12.33,64.45,28.21,18.4,31.209
2015-06-05,7.85,7.9,2.44,6.59,13.3,6.68,2.79,8.08,4.91,7.98,9.5,7.9,13.17,11.81,6.16,10.75,4.01,25.75,10.68,51.3,20.14,32.94,10.49,48.23,13.19,18.21,32.4,30,21.67,8.68,19.52,17.9,14.9,16.01,21.28,14.23,16.37,34.5,9.77,19.18,16.42,33.35,82.89,24.5,44.31,25.92,11.5,107.1,15.56,43.43,22.33,23.56,11.76,20.6,34,69.46,15.86,17.61,13.52,8.6,40.46,12.56,66.4,27.54,18.65,30.136
2015-06-12,7.78,7.55,2.29,6.21,13,6.46,2.65,8.14,4.7,8,9.37,7.72,12.59,11.86,6.13,9.77,4.09,26.4,10.5,51.66,19.75,33.07,10.46,47.02,14.09,20.6,33.03,28.86,21.05,8.6,19.3,17.42,14.6,16.36,21.9,13.33,16.75,34,9.59,18.9,16.13,33.58,81.29,24.7,41.65,26.57,12.5,110,15.4,42.24,22.5,24.14,11.75,21.16,33.05,68.3,15.9,17.88,14.18,8.56,41.41,13.02,67.83,27.77,18.68,30.182
2015-06-19,7.74,7.04,2.29,6.48,12.7,6.46,2.58,7.92,4.65,7.59,9.33,7.67,12.33,11.62,5.72,10,4.83,25.38,11.36,51.78,20.54,33.47,10.65,47.69,12.4,19.95,32.35,28.25,19.75,8.1,19.45,16.06,14.77,16.33,22.92,13.08,17.19,34.23,10.42,18.75,16.28,33.37,79.5,24.44,42.83,27.3,12.18,111,14.9,42.73,23.12,24.39,11.57,20.32,33.82,68.34,16.46,17.41,14.51,8.92,41.62,13.17,67.86,28.2,18.9,31.264
2015-06-26,7.75,6.7,2.32,6.23,12.7,5.96,2.41,7.81,4.35,7.48,8.65,8,12.5,11.4,5.56,9.99,5.6,26,11.49,51.86,19.55,35,10.7,48.35,13.74,17.92,31.1,27.02,19.44,7.7,19.38,16.37,14.72,17.01,22.8,11.85,17.1,34.25,10.7,18.95,16.89,33.76,77.14,24.4,44.15,28.2,12.16,114.89,15.4,44.45,24.5,23.95,11.67,19.62,34.97,66.39,16.1,16.7,14.65,8.99,42.39,13.21,67.5,29.09,19.18,31.5
2015-07-03,6.69,5.56,2.32,5.51,13.3,5.88,2.27,7.59,4.03,7.37,8.5,7.76,12.06,10.03,4.77,9.81,5.32,23.79,11.65,52.25,20.14,35.37,10.25,47.9,12.43,17.75,30.33,27.88,21.5,6.66,19.03,16.2,14.25,16.64,21.8,11.61,17.85,34.6,10.3,19.08,16.82,35.02,71.66,24.25,42.8,27.88,11.85,118,15.28,44.19,23.67,23.25,11.45,17.68,34.04,65.8,16.02,15.23,12.95,8.89,44.82,11.73,65.5,28.52,19.18,31.373
2015-07-10,6.05,5.03,2.44,5.31,12.4,5.93,2.38,7.27,4.1,7.48,8.6,7.88,12.63,9.71,4.54,9.53,5.59,23.42,11.65,54.75,19.9,35.35,10.62,47.9,13.3,18,29.81,28.18,22,6.74,19.3,16.8,14.41,16.85,21.15,11.19,18.15,36.11,9.58,19.43,15.83,35.15,69.48,24.3,41.23,27.66,11.65,115.67,15.53,43,23.76,23.64,11.79,17.11,33.51,66.77,15.9,14.41,13.27,8.98,44.23,11.79,69.26,28.46,19.5,31.527
2015-07-17,6.63,4.4,2.65,5.12,12.2,5.81,2.39,7.16,4,7.48,8.6,7.97,12.12,9.76,4.5,9.41,5.55,22.25,12.45,56.42,19.67,35.52,11.3,47.13,12.93,18.12,30,27.1,21.33,6.24,19.44,18.53,14.08,17.09,21.35,10.45,17.85,36.5,9.41,20.11,14,35.52,74.88,24.5,40.05,27.9,11.28,113.61,15.5,43.35,22.6,24.24,11.82,17.45,33.16,67.27,15.76,14.6,12.62,8.8,45.39,11.4,69,28.72,19.72,31.19
2015-07-24,5.62,3.64,2.41,4.6,9.2,5.26,2.31,6.46,3.84,7,8.05,7.44,11.21,9.31,3.98,8.92,5.02,20.65,12.67,53.45,18.62,33.53,10.98,44.73,12.05,17.1,28.39,25.8,19.95,5.84,18.66,18.3,12.8,15.89,20.11,9.07,17.4,34.98,8.99,21.11,15.69,35.25,69.49,23.96,44.08,26.32,10.09,107,14.46,41.49,20.41,23.8,10.48,16.79,30.45,67.5,14.8,14.03,11.09,8,44,10.04,67.35,26.71,19.04,28.87
2015-07-31,5.68,3.5,2.55,4.84,9.1,5.79,2.3,6.94,3.93,6.96,8.54,7.7,11.83,9.84,4.33,9.3,5.31,20.8,13.05,55.31,19.13,35.28,11.35,46.65,12.54,14.2,28.1,25.46,20.35,5.9,19.28,17.47,12.85,16,20.26,9.44,17.24,36.25,9.39,21.23,16.79,35.46,75,24.29,45.54,27.66,9.6,108.89,15.22,45.13,22.05,23.9,10.44,17.87,32.25,70.27,15.41,14.65,11.58,8.4,43.73,10.5,71.87,27.28,19.46,30.08
2015-08-07,5.35,3.76,2.56,3.9,9.06,5.5,2.1,6.36,3.95,6.43,8.28,7.13,11.47,9.9,4,8.4,5.27,20,12.73,54.59,17.41,33,10.39,43.35,13.08,12.82,26.5,23.45,18.76,6.01,17.86,16.65,11.19,15.4,18.6,8.85,15.7,34.8,9.07,20.7,17.41,35,68,23.81,48.91,26.45,8.82,101.29,13.65,42.22,20.48,24.5,10.16,18.42,30.31,66.5,14.73,14.91,10.61,7.75,41.5,9.69,70.75,25.28,19.52,28.19
2015-08-14,5.01,3.37,2.31,3.33,8.84,5.25,2,6.3,3.47,6.4,7.8,6.85,12.42,9.3,3.44,8.1,6.26,20.2,12.15,54.88,17.2,32.01,10.53,44.15,13.56,13.16,24.9,22.22,19.5,5.61,16.99,15.75,11.82,14.47,17.87,9,15.65,34.79,8.51,20.63,16.86,33.93,64.16,23.67,48.17,25.4,9.78,98.71,14.03,40.66,19.3,23.65,10.65,18.2,30.45,65.7,15.07,14.34,10.35,7.56,40.42,9.3,71,24.21,18.61,26.67
2015-08-21,4.33,2.97,2.26,3,7.65,4.93,1.99,6.55,3.07,6.1,7.37,6.57,13.7,8.77,3.05,8.04,6.26,18.21,11.74,50.78,16.76,30.87,10.4,43.16,12.71,12.5,23.71,22.47,18.76,5.15,16.4,14.75,11.61,14.14,16.97,8.72,15.46,33.47,8.85,20,16.86,33.15,62.02,26.43,47.93,24.6,9.34,98.51,14.61,39.64,18.56,22.46,10.55,16.7,29.85,61.5,14.19,13.45,9.2,7.26,39.4,8.3,67.27,23.28,18.13,26.4
